pr_id,reason_label,reason_summary,confidence
2855372676,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The author's comment suggests that the work was done by Devin AI Engineer, which may indicate a lack of human oversight or attention.",0.8
2855550282,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged because it was not prioritized or reviewed, became stale or stuck in the backlog, and eventually was closed mainly due to inactivity or lack of attention.",0.8
2855564745,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or feedback from the author.",0.8
2855657962,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or feedback from the author.",0.8
2855672070,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.9
2855709039,P1_LOW_PRIORITY_OR_STALE,"The PR was closed without being merged, and there is no indication of technical issues or disagreements in the review process. The lack of updates or comments from the author suggests that it became stale and was eventually closed due to inactivity.",0.8
2855886389,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason for why this PR was closed without being merged.,0.8
2855893938,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.9
2856344341,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2856396455,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on February 16, 2025.",0.9
2857103111,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after the initial review.",0.9
2857142827,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was not reviewed or prioritized, with the last activity being a commit from Daniele Lacamera on February 17th, indicating inactivity.",0.8
2857279950,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.8
2857959763,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no further comments or actions taken after the review process.",0.9
2858280902,T1_CI_OR_TEST_FAILURE,"The PR's tests failed, as indicated by the AddressSanitizer error, but these failures were never resolved.",0.9
2858527610,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to lack of attention and inactivity, as it remained open for a significant amount of time (5 days) without any updates or reviews.",0.8
2858594058,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The author's comment suggests that the effort was abandoned due to Devin crashing before it could complete its task.",0.8
2858602021,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last event being a comment from Devin AI's bot on February 26th, and no further activity or updates were made.",0.9
2858925132,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author.",0.9
2858974143,U1_UNKNOWN,There is not enough information to determine the reason why this pull request was closed without being merged.,0.5
2858986352,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after February 17th, indicating that it became stale and was eventually closed.",0.9
2859077171,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to lack of attention and inactivity, as indicated by the closed date being more than a week after its creation.",0.8
2859112713,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it was not prioritized or reviewed, becoming stale and eventually closed mainly due to inactivity or lack of attention.",0.8
2859315618,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the PR was closed without being merged.,0.5
2859359419,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.5
2859527888,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, indicating it was not prioritized or reviewed, and became stale or stuck in the backlog.",0.9
2859612144,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for only one day before being closed, indicating a lack of attention or prioritization.",0.8
2860366980,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was closed without being merged.,0.8
2860434821,T2_CODE_QUALITY_OR_CORRECTNESS,"Reviewers identified code-level problems such as logic bugs, unsafe changes, missing tests, poor design, or style violations in the provided commit messages and code.",0.8
2860524344,T1_CI_OR_TEST_FAILURE,"The PR's tests passed, but the CI checks failed, indicating a technical issue that was not resolved.",0.8
2860598080,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal of why it was not prioritized or reviewed. The lack of information about the review process or any feedback from reviewers suggests that the PR became stale and was eventually closed due to inactivity.",0.8
2861225683,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to inactivity and lack of attention, as indicated by the closed date being only one day after creation.",0.8
2861275346,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was assigned but not reviewed or updated until it was closed, indicating a lack of attention and prioritization.",0.8
2861541607,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity and remained open for a long time, with no recent activity or feedback from the author.",0.9
2861636339,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last event being a comment from Devin AI's bot on February 27th, indicating that it had been inactive for some time.",0.9
2861673771,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The author's last activity was on February 18, 2025, with no further updates or comments.",0.8
2861747083,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2861748481,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2861780617,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why this PR was closed without being merged.,0.8
2861793133,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The author's inactivity and lack of response to comments likely led to the stale state.",0.8
2861829974,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal of technical issues or disagreements. The lack of activity and comments from the author suggests that it became stale and was ultimately closed due to inactivity.",0.8
2861953025,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after February 19th, indicating that it became stale and was eventually closed.",0.9
2863029457,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.8
2863059677,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.9
2863133992,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments suggests that the author may have lost interest or attention, leading to the stale state.",0.8
2863301033,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments suggests that the author may have abandoned or lost attention to the PR.",0.8
2863364519,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments from the author suggests that it may have been prioritized low or became stale.",0.8
2863678024,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments from the author suggests that it became stale and was eventually closed due to inactivity.",0.8
2864026064,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to lack of attention and inactivity, as it remained open for a short period before being closed.",0.9
2864376778,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2864385192,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2864511051,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was closed without being merged.,0.8
2864646601,T2_CODE_QUALITY_OR_CORRECTNESS,"Reviewers identified code-level problems such as logic bugs, unsafe changes, missing tests, poor design, or style violations in the PR.",0.8
2864832979,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue preventing its merge. The review comments suggest that the code is clean and well-documented, but the author did not address any concerns or issues raised by reviewers.",0.8
2864881392,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being a comment from Devin AI Engineer on February 20, 2025, and no further updates or changes were made.",0.9
2866064019,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2866186240,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments suggests that the PR was not prioritized or reviewed, leading to its closure.",0.8
2866530223,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal in the context about why it failed. The lack of information suggests that the PR may have been prioritized low or became stale, leading to its closure.",0.8
2866718872,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or feedback from the author.",0.9
2866881273,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2867049623,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2867174561,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or feedback from the author, and has remained open for an extended period.",0.9
2867245861,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on February 20, 2025, and no further updates or comments were added after that.",0.9
2867739342,T1_CI_OR_TEST_FAILURE,"The PR's CI tests failed, and those failures were never resolved.",0.9
2868356535,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.8
2868408082,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.8
2868792153,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after the initial review.",0.8
2869721995,P1_LOW_PRIORITY_OR_STALE,"The PR was closed due to inactivity, with no further discussion or feedback from the reviewer (@joaomdmoura) after the initial review.",0.8
2869803305,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason for why this pull request was closed without being merged.,0.8
2869934120,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments suggests that the author may have lost attention to the PR, leading to its closure.",0.8
2869959973,P1_LOW_PRIORITY_OR_STALE,"The PR was closed due to inactivity, with no changes requested and no CI failures reported, indicating that it was not prioritized or reviewed.",0.9
2870022451,P1_LOW_PRIORITY_OR_STALE,"The pull request was not prioritized or reviewed, became stale and was closed mainly due to inactivity or lack of attention.",0.8
2870047901,P1_LOW_PRIORITY_OR_STALE,"The pull request was not prioritized or reviewed, became stale and was closed mainly due to inactivity or lack of attention.",0.8
2870152288,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to lack of attention and prioritization, as it remained open for a significant amount of time (5 days) without any updates or feedback from the author.",0.8
2870333037,T2_CODE_QUALITY_OR_CORRECTNESS,"Reviewers identified code-level problems such as missing tests, poor design, and style violations in the PR.",0.8
2870521302,T1_CI_OR_TEST_FAILURE,"The pull request failed because its tests, build, or CI checks did not pass, but the context does not explicitly mention any test failures. However, it mentions that all existing tests pass and new unit tests were added to verify empty and invalid date handling.",0.6
2870925290,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was not actively reviewed or discussed after its creation, indicating a lack of priority or attention.",0.8
2870989734,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after the initial review and commit messages.",0.8
2871083888,P1_LOW_PRIORITY_OR_STALE,"The PR was closed due to inactivity, with the last event being a comment from the bot on March 3rd, and no further activity or updates were made.",0.9
2872803173,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.9
2873094143,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of technical issues or conflicts. The lack of priority or attention from the author or reviewers led to its closure.",0.8
2873234554,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2874003424,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author, indicating that it was not prioritized or reviewed.",0.8
2874011496,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on February 24, 2025.",0.9
2874576529,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of priority or attention from reviewers led to its closure.",0.8
2874930848,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no further updates or comments from the author.",0.9
2875828456,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after Devin Lifeguard flagged several issues.",0.9
2875841288,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after the initial review by Devin AI Engineer.",0.9
2875895538,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2876006908,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for a long time (from February 24 to April 20) with no significant activity or review comments.",0.8
2876362546,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of attention and inactivity, as it remained open for a short period before being closed without merging.",0.8
2876464228,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after February 25th, indicating that it became stale and was eventually closed.",0.9
2876473421,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author, indicating that it was not prioritized or reviewed.",0.9
2876474344,P1_LOW_PRIORITY_OR_STALE,"The PR was closed due to inactivity, with no recent activity or updates after the initial commit, indicating that it became stale and was eventually closed.",0.9
2876474366,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2876476091,P1_LOW_PRIORITY_OR_STALE,"The PR was closed due to inactivity, as indicated by the bot's comment 'Closing due to inactivity.' and the lack of any further activity or updates on the pull request.",0.9
2876476358,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to inactivity and lack of attention, resulting in it being closed by the bot after a long period.",0.9
2876477909,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on February 25th, 2025.",0.8
2876479825,P1_LOW_PRIORITY_OR_STALE,"The pull request was left open and stale for an extended period, indicating a lack of attention or prioritization.",0.8
2876482299,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last event being a comment from Devin AI on March 8th, and no further activity since then.",0.9
2876483432,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after February 25th, 2025.",0.9
2876486205,T1_CI_OR_TEST_FAILURE,"The PR failed because the Circle CI pipeline failed due to TypeScript errors in files outside of the target directory, which were unrelated to the changes made in this PR.",0.8
2876487591,P1_LOW_PRIORITY_OR_STALE,"The pull request was left open for an extended period, and the author did not respond to comments or address required changes, leading to its closure due to inactivity.",0.8
2876533575,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was closed without being merged.,0.8
2877039328,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being a comment from Devin AI Engineer on February 25th, and no further updates or changes were made until it was closed on March 5th.",0.9
2877141068,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of attention and inactivity, as it remained open for a short period before being closed without merging.",0.9
2877977077,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it remained open and stale for an extended period without being prioritized or reviewed.",0.9
2878399010,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.9
2878438336,T2_CODE_QUALITY_OR_CORRECTNESS,"Reviewers identified code-level problems such as logic bugs, unsafe changes, missing tests, poor design, or style violations in the PR.",0.9
2879085922,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2879237385,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to inactivity and lack of attention, resulting in it being closed after more than 7 days.",0.9
2879247217,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The author's last activity was on February 25, 2025, with no further updates or comments.",0.8
2879262208,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or feedback from the author.",0.9
2879357440,P1_LOW_PRIORITY_OR_STALE,"The PR was closed due to inactivity, with no recent activity or feedback from the author, indicating that it was not prioritized or reviewed.",0.9
2879427595,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after February 25, 2025.",0.9
2879573182,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.5
2879724447,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2879844166,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on February 26, 2025, and it remained open for 10 days before being closed.",0.9
2879873474,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on February 26, 2025, and it remained open for 10 days before being closed.",0.9
2879921061,U1_UNKNOWN,The provided context does not provide enough information to infer a plausible reason for why the PR was closed without being merged.,0.8
2879976340,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of attention and inactivity, as it remained open for an extended period without any updates or feedback.",0.8
2880031446,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or feedback suggests that the PR was not prioritized or reviewed, leading to its closure.",0.8
2880121831,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.9
2880839931,T2_CODE_QUALITY_OR_CORRECTNESS,"The PR introduced significant enhancements to the `_process_llm_response` method, aimed at improving how the class handles mixed outputs from the language model. However, the implementation contained logic bugs and missing tests that were not addressed.",0.8
2881667376,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it was not reviewed or prioritized after its creation, indicating that it became stale and was eventually closed due to inactivity.",0.8
2881814219,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The author did not respond to feedback, and the PR became stale, leading to its closure.",0.8
2881946639,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why this pull request was closed without being merged.,0.8
2881953650,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why this pull request was closed without being merged.,0.8
2882070723,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason for why this pull request was closed without being merged.,0.8
2882116956,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or feedback from the author.",0.9
2882978615,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.8
2882994573,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.5
2883065848,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2883135223,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.5
2883187795,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement, suggesting it was prioritized low or became stale and stuck in the backlog.",0.8
2883276586,T1_CI_OR_TEST_FAILURE,"The PR's tests failed, and the failure was not resolved, leading to the PR being closed without merge.",0.9
2883292616,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after Devin AI Engineer's initial review.",0.9
2883300502,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after February 27th, indicating it became stale and was eventually closed.",0.9
2883300802,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2883304506,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why this pull request was closed without being merged.,0.8
2883312343,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after February 27th, 2025.",0.9
2883330678,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last event being a comment from Devin AI on March 8th, and no further activity or updates were made.",0.9
2883332104,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2883334857,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2883335237,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after February 27th, 2025.",0.9
2883341548,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after the initial review by Devin AI Engineer.",0.9
2883354620,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2883366695,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on March 8th and no further updates or comments from the author.",0.9
2883441964,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the author not responding to comments or addressing changes requested, and it remained open for an extended period.",0.9
2884498451,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after the initial review.",0.9
2884502313,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2884581493,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on March 3rd and the final commit on March 8th, indicating that it had been stuck in the backlog for an extended period.",0.9
2885068224,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2885078952,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author or reviewers.",0.9
2885090278,P1_LOW_PRIORITY_OR_STALE,"The PR was closed due to inactivity, with the last event being a comment from Devin AI's bot on March 8th, indicating that the author had stopped responding or contributing.",0.9
2885477934,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author.",0.9
2886001243,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it remained open for a long time (13 days) with no clear indication of why it was not prioritized or reviewed.",0.8
2886079850,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the author is archived, indicating a lack of attention or priority.",0.8
2886103948,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal of why it failed. However, the lack of activity and comments from the author after the initial review suggests that it may have been prioritized low or became stale.",0.8
2886107789,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was closed without being merged.,0.5
2886115305,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was not merged.,0.8
2886171819,T1_CI_OR_TEST_FAILURE,"The PR's tests failed, but the context does not provide information on whether these failures were resolved.",0.8
2886640084,T1_CI_OR_TEST_FAILURE,"The PR's tests failed, and those failures were never resolved.",0.8
2886698699,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it was not prioritized or reviewed, becoming stale and eventually closed mainly due to inactivity or lack of attention.",0.8
2886753141,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or feedback from the author.",0.9
2886874246,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no further comments or updates after the review, indicating that it was not prioritized or reviewed.",0.9
2887130544,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal in the context indicating a technical reason for this outcome. The PR was likely stuck in the backlog due to lack of attention or prioritization.",0.8
2887393377,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for nearly a week with no activity, indicating that it became stale and was eventually closed due to inactivity or lack of attention.",0.9
2887535309,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why the pull request was closed without being merged.,0.8
2887573861,T2_CODE_QUALITY_OR_CORRECTNESS,"The pull request contained code-level problems such as logic bugs, unsafe changes, missing tests, poor design, or style violations identified by Devin Lifeguard in the PR.",0.8
2887586185,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement in the review process. The lack of updates or comments on the PR suggests that it became stale and was eventually closed due to inactivity.",0.8
2887662785,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The lack of updates or comments on the PR suggests that it may have been prioritized low or stuck in the backlog.",0.8
2887680476,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue preventing its merge. The lack of updates or comments on the PR suggests that it may have been prioritized low or stuck in the backlog.",0.8
2887687817,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments from the author after February 28, 2025.",0.9
2887773021,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no clear signal of why it failed. The lack of priority or attention from the author or reviewers likely led to its closure.",0.8
2887787232,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it was not prioritized or reviewed, becoming stale and eventually closed due to inactivity.",0.8
2887809365,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to lack of attention and inactivity, as it remained open for a long time without any significant updates or feedback.",0.8
2887960043,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why the PR was closed without being merged.,0.5
2887966124,U1_UNKNOWN,There is not enough information in the context to infer a plausible reason why this pull request was closed without being merged.,0.8
2888185420,U1_UNKNOWN,The PR context does not provide enough information to infer a plausible reason for why it was closed without being merged.,0.8
2888223222,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity for more than 7 days, indicating it was not prioritized or reviewed.",0.9
2888359179,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the timeline shows that it remained open for only two days before being closed. This suggests that the PR was not prioritized or reviewed, leading to its closure.",0.8
2888652935,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or updates after its creation on March 1st, 2025.",0.9
2888655394,P1_LOW_PRIORITY_OR_STALE,"The PR was not merged due to inactivity and lack of attention, as it remained open for a long time without any updates or feedback.",0.8
2888657232,P1_LOW_PRIORITY_OR_STALE,"The pull request was not merged due to inactivity and lack of attention, as it remained open for an extended period without any updates or reviews.",0.8
2888969392,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with the last activity being on March 10th, and no further updates or comments were made.",0.9
2889052457,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and there is no indication of a technical issue or disagreement. The author did not respond to comments, and the PR remained open for an extended period.",0.8
2889057480,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, indicating that it was not prioritized or reviewed, and eventually became stale.",0.9
2889061596,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed without being merged, and the signals indicate that it was not prioritized or reviewed, becoming stale and eventually closed mainly due to inactivity or lack of attention.",0.8
2889088401,P1_LOW_PRIORITY_OR_STALE,"The pull request was closed due to inactivity, with no recent activity or comments after the initial review.",0.9
